Invoice,StockCode,Sum of Quantity,InvoiceTime,Sum of Price,Customer ID,Country,StockCode_ID,Status
493432,21844,2,1/4/2010 12:30,$2.95 ,14680,United States of America,21,successful
493432,21870,2,1/4/2010 12:30,$1.25 ,14680,Germany,21,successful
493432,21872,2,1/4/2010 12:30,$1.25 ,14680,Germany,21,successful
493432,21874,2,1/4/2010 12:30,$1.25 ,14680,Germany,21,successful
493432,21903,2,1/4/2010 12:30,$2.10 ,14680,United States of America,21,successful
493432,22072,2,1/4/2010 12:30,$3.75 ,14680,United States of America,22,successful
493432,22073,1,1/4/2010 12:30,$3.75 ,14680,United States of America,22,successful
493432,22353,2,1/4/2010 12:30,$2.55 ,14680,United States of America,22,successful
493432,22415,1,1/4/2010 12:30,$7.95 ,14680,United States of America,22,successful
493432,37448,2,1/4/2010 12:30,$1.49 ,14680,United States of America,37,successful
493432,37461,2,1/4/2010 12:30,$1.25 ,14680,Germany,37,successful
493432,37503,2,1/4/2010 12:30,$10.75 ,14680,United States of America,37,successful
493432,47591D,1,1/4/2010 12:30,$1.95 ,14680,Germany,47,successful
493432,84029E,3,1/4/2010 12:30,$3.75 ,14680,United States of America,84,successful
493432,84032A,2,1/4/2010 12:30,$2.95 ,14680,United States of America,84,successful
493432,84997A,3,1/4/2010 12:30,$3.75 ,14680,United States of America,84,successful
493432,84997B,4,1/4/2010 12:30,$3.75 ,14680,United States of America,84,successful
493432,84997C,4,1/4/2010 12:30,$3.75 ,14680,United States of America,84,successful
493432,84997D,1,1/4/2010 12:30,$3.75 ,14680,United States of America,84,successful
493432,85123A,32,1/4/2010 12:30,$2.55 ,14680,P@/and,85,successful
493432,85132B,2,1/4/2010 12:30,$9.95 ,14680,United States of America,85,successful
493432,85150,1,1/4/2010 12:30,$2.55 ,14680,Germany,85,successful
493432,85152,6,1/4/2010 12:30,$2.10 ,14680,United States of America,85,successful
493433,15060B,4,1/4/2010 12:51,$3.75 ,14709,United States of America,15,successful
493433,21232,24,1/4/2010 12:51,$1.25 ,14709,United States of America,21,successful
493433,21843,2,1/4/2010 12:51,$10.95 ,14709,United States of America,21,successful
493433,21928,20,1/4/2010 12:51,$1.95 ,14709,United States of America,21,successful
493433,21929,30,1/4/2010 12:51,$1.95 ,14709,United States of America,21,successful
493433,37502,6,1/4/2010 12:51,$2.95 ,14709,United States of America,37,successful
493433,37503,6,1/4/2010 12:51,$10.75 ,14709,P@/and,37,successful
493433,48111,2,1/4/2010 12:51,$6.75 ,14709,United States of America,48,successful
493433,48185,4,1/4/2010 12:51,$6.75 ,14709,United States of America,48,successful
493433,48188,2,1/4/2010 12:51,$6.75 ,14709,United States of America,48,successful
493433,48194,2,1/4/2010 12:51,$6.75 ,14709,United States of America,48,successful
493433,84991,24,1/4/2010 12:51,$0.55 ,14709,United States of America,84,successful
493433,85099B,20,1/4/2010 12:51,$1.95 ,14709,United States of America,85,successful
493433,85099C,20,1/4/2010 12:51,$1.95 ,14709,United States of America,85,successful
493434,21080,96,1/4/2010 12:54,$0.64 ,13798,P@/and,21,successful
493434,21181,48,1/4/2010 12:54,$1.85 ,13798,P@/and,21,successful
493434,21355,288,1/4/2010 12:54,$1.05 ,13798,P@/and,21,successful
493434,21843,24,1/4/2010 12:54,$9.95 ,13798,P@/and,21,successful
493434,22064,48,1/4/2010 12:54,$1.45 ,13798,P@/and,22,successful
493434,37450,18,1/4/2010 12:54,$2.55 ,13798,United States of America,37,successful
493434,84520D,96,1/4/2010 12:54,$0.64 ,13798,P@/and,84,successful
493434,84596B,72,1/4/2010 12:54,$1.06 ,13798,P@/and,84,successful
493434,84596F,72,1/4/2010 12:54,$1.06 ,13798,P@/and,84,successful
493435,10120,30,1/4/2010 12:57,$0.21 ,13206,United States of America,10,successful
493435,15036,12,1/4/2010 12:57,$0.65 ,13206,United States of America,15,successful
493435,16207A,3,1/4/2010 12:57,$2.95 ,13206,United States of America,16,successful
493435,16237,30,1/4/2010 12:57,$0.21 ,13206,United States of America,16,successful
493435,17039,10,1/4/2010 12:57,$0.29 ,13206,Italy,17,successful
493435,20675,5,1/4/2010 12:57,$1.25 ,13206,United States of America,20,successful
493435,20712,8,1/4/2010 12:57,$1.95 ,13206,United States of America,20,successful
493435,20727,5,1/4/2010 12:57,$1.65 ,13206,United States of America,20,cancelled
493435,20913,1,1/4/2010 12:57,$2.95 ,13206,United States of America,20,successful
493435,21026,10,1/4/2010 12:57,$1.25 ,13206,United States of America,21,successful
493435,21082,6,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21440,24,1/4/2010 12:57,$1.25 ,13206,United States of America,21,successful
493435,21472,3,1/4/2010 12:57,$3.75 ,13206,United States of America,21,successful
493435,21488,24,1/4/2010 12:57,$3.45 ,13206,P@/and,21,successful
493435,21495,25,1/4/2010 12:57,$0.42 ,13206,United States of America,21,successful
493435,21498,25,1/4/2010 12:57,$0.42 ,13206,United States of America,21,successful
493435,21504,12,1/4/2010 12:57,$0.42 ,13206,United States of America,21,successful
493435,21507,12,1/4/2010 12:57,$0.42 ,13206,United States of America,21,successful
493435,21509,12,1/4/2010 12:57,$0.42 ,13206,United States of America,21,successful
493435,21544,10,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21675,6,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21678,4,1/4/2010 12:57,$1.70 ,13206,Germany,21,successful
493435,21679,23,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21714,6,1/4/2010 12:57,$1.25 ,13206,United States of America,21,successful
493435,21788,6,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21789,4,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21836,4,1/4/2010 12:57,$3.75 ,13206,United States of America,21,successful
493435,21929,11,1/4/2010 12:57,$1.95 ,13206,United States of America,21,successful
493435,21987,7,1/4/2010 12:57,$0.65 ,13206,United States of America,21,successful
493435,21988,4,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,21989,6,1/4/2010 12:57,$0.85 ,13206,United States of America,21,successful
493435,22025,12,1/4/2010 12:57,$0.42 ,13206,United States of America,22,successful
493435,22028,12,1/4/2010 12:57,$0.42 ,13206,United States of America,22,successful
493435,22033,12,1/4/2010 12:57,$0.42 ,13206,United States of America,22,successful
493435,22036,12,1/4/2010 12:57,$0.42 ,13206,United States of America,22,successful
493435,22040,25,1/4/2010 12:57,$0.42 ,13206,United States of America,22,successful
493435,22100,6,1/4/2010 12:57,$1.25 ,13206,United States of America,22,successful
493435,22132,12,1/4/2010 12:57,$0.85 ,13206,United States of America,22,successful
493435,22133,12,1/4/2010 12:57,$0.85 ,13206,United States of America,22,successful
493435,22136,6,1/4/2010 12:57,$1.65 ,13206,United States of America,22,successful
493435,22319,12,1/4/2010 12:57,$0.65 ,13206,United States of America,22,successful
493435,22332,6,1/4/2010 12:57,$1.65 ,13206,United States of America,22,successful
493435,22352,6,1/4/2010 12:57,$2.55 ,13206,United States of America,22,successful
493435,37112,2,1/4/2010 12:57,$3.75 ,13206,United States of America,37,successful
493435,40016,12,1/4/2010 12:57,$0.42 ,13206,United States of America,40,successful
493435,40046A,7,1/4/2010 12:57,$1.25 ,13206,United States of America,40,successful
493435,51008,10,1/4/2010 12:57,$3.45 ,13206,United States of America,51,successful
493435,72038P,200,1/4/2010 12:57,$0.08 ,13206,United States of America,72,successful
493435,72232,24,1/4/2010 12:57,$0.19 ,13206,United States of America,72,successful
493435,72484,48,1/4/2010 12:57,$0.38 ,13206,United States of America,72,successful
493435,72800D,12,1/4/2010 12:57,$0.79 ,13206,United States of America,72,successful
493435,84007,6,1/4/2010 12:57,$2.55 ,13206,United States of America,84,successful
493435,84031A,24,1/4/2010 12:57,$1.95 ,13206,United States of America,84,successful
493435,84031B,24,1/4/2010 12:57,$1.95 ,13206,United States of America,84,successful
493435,84032A,36,1/4/2010 12:57,$1.25 ,13206,United States of America,84,successful
493435,84288B,4,1/4/2010 12:57,$1.95 ,13206,United States of America,84,successful
493435,84380,4,1/4/2010 12:57,$1.25 ,13206,United States of America,84,successful
493435,84558A,6,1/4/2010 12:57,$2.95 ,13206,United States of America,84,successful
493435,84559A,8,1/4/2010 12:57,$0.85 ,13206,United States of America,84,successful
493435,84578,4,1/4/2010 12:57,$3.75 ,13206,United States of America,84,successful
493435,84596E,6,1/4/2010 12:57,$1.25 ,13206,United States of America,84,successful
493435,84992,24,1/4/2010 12:57,$0.55 ,13206,United States of America,84,successful
493435,85049B,8,1/4/2010 12:57,$1.25 ,13206,United States of America,85,successful
493435,85231B,6,1/4/2010 12:57,$0.85 ,13206,United States of America,85,successful
493435,85231L,6,1/4/2010 12:57,$0.85 ,13206,United States of America,85,successful
493436,20868,240,1/4/2010 13:03,$0.38 ,13694,P@/and,20,successful
493436,20869,240,1/4/2010 13:03,$0.38 ,13694,P@/and,20,successful
493436,35004G,12,1/4/2010 13:03,$1.95 ,13694,United States of America,35,successful
493436,35004P,12,1/4/2010 13:03,$1.95 ,13694,United States of America,35,successful
493436,46776A,24,1/4/2010 13:03,$1.25 ,13694,United States of America,46,successful
493436,46776B,24,1/4/2010 13:03,$1.25 ,13694,United States of America,46,successful
493436,46776C,12,1/4/2010 13:03,$1.25 ,13694,United States of America,46,successful
493436,46776E,12,1/4/2010 13:03,$1.25 ,13694,United States of America,46,successful
493436,46776F,12,1/4/2010 13:03,$1.25 ,13694,United States of America,46,successful
493436,72799A,240,1/4/2001 13:03,$1.25 ,13694,P@/and,72,successful
493436,72799C,240,1/4/2010 13:03,$1.25 ,13694,P@/and,72,successful
493436,72799E,240,1/4/2010 13:03,$1.25 ,13694,P@/and,72,successful
493436,72799F,480,1/4/2010 13:03,$1.25 ,13694,P@/and,72,successful
493436,72800A,252,1/4/2010 13:03,$0.79 ,13694,P@/and,72,successful
493436,72800B,252,1/4/2010 13:03,$0.79 ,13694,P@/and,72,successful
493436,72800C,252,1/4/2010 13:03,$0.79 ,13694,P@/and,72,successful
493436,72800D,252,1/4/2010 13:03,$0.79 ,13694,P@/and,72,successful
493436,72800F,468,1/4/2010 13:03,$0.79 ,13694,P@/and,72,successful
493437,85132A,96,1/4/2010 13:10,$3.95 ,13694,Italy,85,successful
493437,85132B,96,1/4/2010 13:10,$3.95 ,13694,Italy,85,successful
493438,20700,144,1/4/2010 13:12,$1.25 ,13694,P@/and,20,successful
493438,20701,144,1/4/2010 13:12,$1.25 ,13694,P@/and,20,successful
493439,47347B,144,1/4/2010 13:25,$0.38 ,13694,United States of America,47,successful
493439,71028B,96,1/4/2010 13:25,$0.38 ,13694,United States of America,71,successful
493439,78124,144,1/4/2010 13:25,$1.25 ,13694,P@/and,78,successful
493439,79328,96,1/4/2010 13:25,$0.38 ,13694,United States of America,79,successful
493439,79336,96,1/4/2010 13:25,$0.38 ,13694,United States of America,79,successful
493439,79337,96,1/4/2010 13:25,$0.38 ,13694,United States of America,79,successful
493439,79338,96,1/4/2010 13:25,$0.38 ,13694,United States of America,79,successful
493439,82076,64,1/4/2010 13:25,$1.25 ,13694,P@/and,82,successful
493439,85166B,120,1/4/2010 13:25,$1.25 ,13694,P@/and,85,successful
493439,85167A,60,1/4/2010 13:25,$1.25 ,13694,P@/and,85,successful
493439,85167B,120,1/4/2010 13:25,$1.25 ,13694,P@/and,85,successful
493439,85183A,288,1/4/2010 13:25,$1.25 ,13694,P@/and,85,successful
493439,85183B,288,1/4/2010 13:25,$1.25 ,13694,P@/and,85,successful
493439,85221,480,1/4/2010 13:25,$0.38 ,13694,P@/and,85,successful
493439,85222,240,1/4/2010 13:25,$0.65 ,13694,P@/and,85,successful
493439,85224,240,1/4/2010 13:25,$0.38 ,13694,P@/and,85,cancelled
493442,20712,2,1/4/2010 13:36,$3.90 ,13821,Germany,20,cancelled
493442,20713,2,1/4/2010 13:36,$1.95 ,13821,United States of America,20,cancelled
493442,20751,2,1/4/2010 13:36,$4.20 ,13821,Germany,20,cancelled
493442,20752,2,1/4/2010 13:36,$2.10 ,13821,United States of America,20,cancelled
493442,20754,2,1/4/2010 13:36,$2.10 ,13821,United States of America,20,cancelled
493442,20960,4,1/4/2010 13:36,$1.25 ,13821,United States of America,20,cancelled
493442,20963,2,1/4/2010 13:36,$1.25 ,13821,Germany,20,cancelled
493442,20966,2,1/4/2010 13:36,$1.25 ,13821,Germany,20,successful
493442,20971,1,1/4/2010 13:36,$1.25 ,13821,Austria,20,successful
493442,21420,1,1/4/2010 13:36,$3.25 ,13821,United States of America,21,successful
493442,21467,2,1/4/2010 13:36,$3.75 ,13821,United States of America,21,successful
493442,21524,1,1/4/2010 13:36,$6.75 ,13821,Italy,21,successful
493442,21577,1,1/4/2010 13:36,$2.25 ,13821,Germany,21,successful
493442,21578,1,1/4/2010 13:36,$2.25 ,13821,Germany,21,successful
493442,21579,1,1/4/2010 13:36,$2.25 ,13821,Germany,21,successful
493442,21715,2,1/4/2010 13:36,$2.55 ,13821,United States of America,21,successful
493442,21716,2,1/4/2010 13:36,$2.55 ,13821,United States of America,21,successful
493442,21737,2,1/4/2010 13:36,$39.90 ,13821,United States of America,21,successful
493442,21928,2,1/4/2010 13:36,$1.95 ,13821,United States of America,21,successful
493442,21929,2,1/4/2010 13:36,$1.95 ,13821,United States of America,21,successful
493442,21931,3,1/4/2010 13:36,$1.95 ,13821,United States of America,21,successful
493442,22095,4,1/4/2010 13:36,$1.25 ,13821,United States of America,22,successful
493442,22107,2,1/4/2010 13:36,$3.75 ,13821,United States of America,22,successful
493442,22109,2,1/4/2010 13:36,$3.75 ,13821,United States of America,22,successful
493442,22111,2,1/4/2010 13:36,$4.95 ,13821,United States of America,22,successful
493442,22125,2,1/4/2010 13:36,$5.95 ,13821,United States of America,22,successful
493442,37112,2,1/4/2010 13:36,$3.75 ,13821,United States of America,37,successful
493442,37333,1,1/4/2010 13:36,$4.95 ,13821,United States of America,37,successful
493442,37464,5,1/4/2010 13:36,$1.25 ,13821,United States of America,37,successful
493442,48111,1,1/4/2010 13:36,$6.75 ,13821,Italy,48,successful
493442,48138,1,1/4/2010 13:36,$6.75 ,13821,Italy,48,successful
493442,48194,1,1/4/2010 13:36,$6.75 ,13821,Italy,48,successful
493442,71477,1,1/4/2010 13:36,$3.25 ,13821,United States of America,71,successful
493442,79067,6,1/4/2010 13:36,$3.75 ,13821,United States of America,79,successful
493442,79190A,5,1/4/2010 13:36,$0.42 ,13821,Germany,79,successful
493442,79190B,5,1/4/2010 13:36,$0.42 ,13821,Germany,79,successful
493442,79190D,5,1/4/2010 13:36,$0.42 ,13821,Germany,79,successful
493442,79321,3,1/4/2010 13:36,$4.95 ,13821,United States of America,79,successful
493442,82001S,3,1/4/2010 13:36,$3.75 ,13821,United States of America,82,successful
493442,82578,2,1/4/2010 13:36,$0.55 ,13821,United States of America,82,successful
493442,82581,2,1/4/2010 13:36,$0.55 ,13821,United States of America,82,successful
493442,82597,2,1/4/2010 13:36,$2.10 ,13821,United States of America,82,successful
493442,84535A,5,1/4/2010 13:36,$0.65 ,13821,United States of America,84,successful
493442,84596J,4,1/4/2010 13:36,$1.25 ,13821,United States of America,84,successful
493442,84596K,4,1/4/2010 13:36,$1.25 ,13821,United States of America,84,successful
493442,84671B,2,1/4/2010 13:36,$5.10 ,13821,Germany,84,successful
493442,84691,8,1/4/2010 13:36,$0.85 ,13821,United States of America,84,successful
493442,84741C,3,1/4/2010 13:36,$1.95 ,13821,United States of America,84,successful
493442,85049F,1,1/4/2010 13:36,$1.25 ,13821,Austria,85,successful
493442,85099B,2,1/4/2010 13:36,$1.95 ,13821,United States of America,85,successful
493442,85099F,2,1/4/2010 13:36,$1.95 ,13821,United States of America,85,successful
493442,85176,2,1/4/2010 13:36,$0.85 ,13821,Germany,85,successful
493442,85178,2,1/4/2010 13:36,$1.25 ,13821,Germany,85,successful
493443,20711,10,1/4/2010 13:39,$1.95 ,14527,United States of America,20,successful
493443,20711,10,1/4/2010 13:39,$1.95 ,14527,United States of America,20,successful
493443,20711,10,1/4/2010 13:39,$1.95 ,14527,United States of America,20,successful
493443,20711,10,1/4/2010 13:39,$1.95 ,14527,United States of America,20,successful
493443,20712,4,1/4/2010 13:39,$1.95 ,14527,United States of America,20,successful
493443,20713,10,1/4/2010 13:39,$1.95 ,14527,United States of America,20,successful
493443,21033,1,1/4/2010 13:39,$2.95 ,14527,United States of America,21,successful
493443,21115,2,1/4/2010 13:39,$6.75 ,14527,United States of America,21,successful
493443,21259,4,1/4/2010 13:39,$5.95 ,14527,United States of America,21,successful
493443,21275,8,1/4/2010 13:39,$3.95 ,14527,United States of America,21,successful
493443,21481,1,1/4/2010 13:39,$2.95 ,14527,United States of America,21,successful
493443,21484,1,1/4/2010 13:39,$3.45 ,14527,United States of America,21,successful
493443,21488,2,1/4/2010 13:39,$3.95 ,14527,United States of America,21,successful
493443,21527,12,1/4/2010 13:39,$6.95 ,14527,P@/and,21,successful
493443,21528,1,1/4/2010 13:39,$6.95 ,14527,United States of America,21,successful
493443,21529,2,1/4/2010 13:39,$3.45 ,14527,United States of America,21,successful
493443,21531,3,1/4/2010 13:39,$2.55 ,14527,United States of America,21,cancelled
493443,21533,1,1/4/2010 13:39,$4.95 ,14527,United States of America,21,successful
493443,21535,3,1/4/2010 13:39,$2.55 ,14527,United States of America,21,successful
493443,21539,5,1/4/2010 13:39,$4.95 ,14527,United States of America,21,successful
493443,21621,1,1/4/2010 13:39,$8.50 ,14527,United States of America,21,successful
493443,21622,2,1/4/2010 13:39,$4.95 ,14527,United States of America,21,successful
493443,21627,1,1/4/2010 13:39,$14.95 ,14527,United States of America,21,successful
493443,21780,8,1/4/2010 13:39,$5.95 ,14527,United States of America,21,successful
493443,21843,1,1/4/2010 13:39,$10.95 ,14527,United States of America,21,successful
493443,21929,2,1/4/2010 13:39,$1.95 ,14527,United States of America,21,successful
493443,21930,4,1/4/2010 13:39,$1.95 ,14527,United States of America,21,successful
493443,21931,2,1/4/2010 13:39,$1.95 ,14527,United States of America,21,successful
493443,22177,1,1/4/2010 13:39,$9.95 ,14527,United States of America,22,successful
493443,22308,2,1/4/2010 13:39,$2.55 ,14527,United States of America,22,successful
493443,22309,2,1/4/2010 13:39,$2.55 ,14527,United States of America,22,successful
493443,37476,1,1/4/2010 13:39,$9.95 ,14527,United States of America,37,successful
493443,46000M,2,1/4/2010 13:39,$1.55 ,14527,United States of America,46,successful
493443,47562,2,1/4/2010 13:39,$3.75 ,14527,United States of America,47,successful
493443,47566,3,1/4/2010 13:39,$4.65 ,14527,United States of America,47,successful
493443,47566B,1,1/4/2010 13:39,$4.65 ,14527,United States of America,47,successful
493443,47591D,1,1/4/2010 13:39,$1.95 ,14527,Germany,47,successful
493443,79320,1,1/4/2010 13:39,$4.95 ,14527,United States of America,79,successful
493443,79323W,1,1/4/2010 13:39,$6.75 ,14527,Italy,79,successful
493443,79341,1,1/4/2010 13:39,$6.75 ,14527,Italy,79,successful
493443,82578,2,1/4/2010 13:39,$0.55 ,14527,United States of America,82,successful
493443,82580,4,1/4/2010 13:39,$0.55 ,14527,Germany,82,successful
493443,82581,4,1/4/2010 13:39,$0.55 ,14527,Germany,82,successful
493443,84029C,1,1/4/2010 13:39,$3.75 ,14527,United States of America,84,successful
493443,84029E,2,1/4/2010 13:39,$3.75 ,14527,United States of America,84,successful
493443,84509F,2,1/4/2010 13:39,$3.75 ,14527,United States of America,84,successful
493443,84623,4,1/4/2010 13:39,$7.95 ,14527,United States of America,84,successful
493443,85099B,10,1/4/2010 13:39,$1.95 ,14527,United States of America,85,successful
493443,85099F,5,1/4/2010 13:39,$1.95 ,14527,United States of America,85,successful
493443,85232B,4,1/4/2010 13:39,$4.95 ,14527,United States of America,85,successful
493444,17164D,3,1/4/2010 13:47,$0.42 ,16792,United States of America,17,successful
493444,21121,2,1/4/2010 13:47,$1.25 ,16792,Germany,21,successful
493444,21122,4,1/4/2010 13:47,$1.25 ,16792,United States of America,21,successful
493444,21124,4,1/4/2010 13:47,$1.25 ,16792,United States of America,21,successful
493444,21158,3,1/4/2010 13:47,$1.45 ,16792,United States of America,21,successful
493444,21390,3,1/4/2010 13:47,$1.25 ,16792,United States of America,21,successful
493444,21442,6,1/4/2010 13:47,$0.85 ,16792,United States of America,21,successful
493444,21443,3,1/4/2010 13:47,$3.75 ,16792,United States of America,21,successful
493444,21481,2,1/4/2010 13:47,$2.95 ,16792,United States of America,21,successful
493444,21482,2,1/4/2010 13:47,$2.95 ,16792,United States of America,21,successful
493444,21535,2,1/4/2010 13:47,$2.55 ,16792,United States of America,21,successful
493444,21577,2,1/4/2010 13:47,$2.25 ,16792,United States of America,21,successful
493444,21578,2,1/4/2010 13:47,$2.25 ,16792,United States of America,21,successful
493444,21580,2,1/4/2010 13:47,$2.25 ,16792,United States of America,21,successful
493444,21729,3,1/4/2010 13:47,$3.25 ,16792,United States of America,21,successful
493444,21737,1,1/4/2010 13:47,$19.95 ,16792,United States of America,21,successful
493444,21745,1,1/4/2010 13:47,$3.75 ,16792,United States of America,21,successful
493444,21746,5,1/4/2010 13:47,$1.25 ,16792,United States of America,21,successful
493444,21749,2,1/4/2010 13:47,$2.10 ,16792,United States of America,21,successful
493444,21869,2,1/4/2010 13:47,$1.25 ,16792,Germany,21,successful
493444,21894,6,1/4/2010 13:47,$1.25 ,16792,United States of America,21,successful
493444,21895,3,1/4/2010 13:47,$4.25 ,16792,United States of America,21,successful
493444,21896,2,1/4/2010 13:47,$2.10 ,16792,United States of America,21,successful
493444,21897,2,1/4/2010 13:47,$2.95 ,16792,United States of America,21,successful
